iter	MultiClass
1377	-0.649893934
1378	-0.6498850289
1379	-0.6498677109
1380	-0.6498554137
1381	-0.6498436799
1382	-0.649832259
1383	-0.6498213766
1384	-0.6498082975
1385	-0.6497955219
1386	-0.6497798038
1387	-0.6497695192
1388	-0.6497600126
1389	-0.6497494206
1390	-0.6497392064
1391	-0.6497264261
1392	-0.6497111381
1393	-0.6497018959
1394	-0.6496830043
1395	-0.6496650741
1396	-0.6496515131
1397	-0.6496398423
1398	-0.6496230406
1399	-0.649609443
1400	-0.6496024156
1401	-0.6495907511
1402	-0.6495715271
1403	-0.6495581686
1404	-0.6495428634
1405	-0.649528688
1406	-0.6495092924
1407	-0.649491323
1408	-0.6494745843
1409	-0.6494614367
1410	-0.6494408644
1411	-0.649430981
1412	-0.6494133211
1413	-0.64939962
1414	-0.6493754267
1415	-0.6493647061
1416	-0.6493549469
1417	-0.6493409919
1418	-0.6493301152
1419	-0.6493167974
1420	-0.6492946434
1421	-0.6492840992
1422	-0.6492656387
1423	-0.6492570013
1424	-0.6492487974
1425	-0.6492257995
1426	-0.6492098402
1427	-0.6491942962
1428	-0.6491820457
1429	-0.6491677367
1430	-0.6491584624
1431	-0.6491492445
1432	-0.6491377434
1433	-0.6491216948
1434	-0.6491103153
1435	-0.6490982477
1436	-0.6490887195
1437	-0.6490740185
1438	-0.6490586787
1439	-0.6490493935
1440	-0.6490378651
1441	-0.649024237
1442	-0.6490118873
1443	-0.6489943751
1444	-0.6489841527
1445	-0.6489752511
1446	-0.6489655822
1447	-0.6489568134
1448	-0.6489478377
1449	-0.6489330638
1450	-0.6489251921
1451	-0.6489162467
1452	-0.6489023399
1453	-0.6488905113
1454	-0.6488816998
1455	-0.6488720289
1456	-0.6488628373
1457	-0.6488519846
1458	-0.6488420161
1459	-0.6488318937
1460	-0.6488172151
1461	-0.6488086687
1462	-0.6487989079
1463	-0.6487854614
1464	-0.6487731197
1465	-0.6487548232
1466	-0.6487362445
1467	-0.6487206813
1468	-0.6487095995
1469	-0.6486909138
1470	-0.6486726078
1471	-0.648660082
1472	-0.648639843
1473	-0.6486288315
1474	-0.6486158971
1475	-0.6485992804
1476	-0.6485852775
1477	-0.6485717902
1478	-0.6485489987
1479	-0.6485345631
1480	-0.6485228576
1481	-0.648507651
1482	-0.6484953755
1483	-0.6484849212
1484	-0.6484729216
1485	-0.6484589322
1486	-0.648442663
1487	-0.6484304288
1488	-0.6484160114
1489	-0.6484040916
1490	-0.6483922365
1491	-0.6483815985
1492	-0.648367762
1493	-0.6483563824
1494	-0.6483463765
1495	-0.6483357994
1496	-0.6483273719
1497	-0.6483142619
1498	-0.6482966432
1499	-0.6482803932
1500	-0.6482732287
1501	-0.6482650838
1502	-0.6482573298
1503	-0.6482450329
1504	-0.6482334033
1505	-0.6482190069
1506	-0.6482076543
1507	-0.648192906
1508	-0.6481753634
1509	-0.6481576793
1510	-0.6481492634
1511	-0.6481329188
1512	-0.6481107439
1513	-0.648100333
1514	-0.6480802393
1515	-0.6480692225
1516	-0.648051715
1517	-0.6480392171
1518	-0.6480336315
1519	-0.6480200211
1520	-0.648011359
1521	-0.647999473
1522	-0.6479886573
1523	-0.6479689241
1524	-0.6479483444
1525	-0.6479396675
1526	-0.647928483
1527	-0.6479181005
1528	-0.6479040868
1529	-0.6478968042
1530	-0.647885856
1531	-0.6478692289
1532	-0.6478567442
1533	-0.6478464524
1534	-0.6478358889
1535	-0.6478230724
1536	-0.6478083424
1537	-0.6477992534
1538	-0.6477891932
1539	-0.6477698546
1540	-0.6477506943
1541	-0.6477353393
1542	-0.6477245104
1543	-0.6477087992
1544	-0.647698284
1545	-0.6476907493
1546	-0.6476834098
1547	-0.6476710167
1548	-0.6476611704
1549	-0.6476533783
1550	-0.647640674
1551	-0.6476192762
1552	-0.6476036093
1553	-0.6475839303
1554	-0.6475671748
1555	-0.6475565383
1556	-0.6475463311
1557	-0.6475276774
1558	-0.6475174789
1559	-0.6475101956
1560	-0.6474902132
1561	-0.6474775311
1562	-0.6474676193
1563	-0.6474582731
1564	-0.6474509989
1565	-0.6474424463
1566	-0.6474231786
1567	-0.6474138023
1568	-0.6473997057
1569	-0.6473880976
1570	-0.6473764043
1571	-0.6473513509
1572	-0.647340289
1573	-0.6473199935
1574	-0.6473112525
1575	-0.647299945
1576	-0.6472918292
1577	-0.6472785243
1578	-0.6472490444
1579	-0.647236452
1580	-0.6472212508
1581	-0.6472116255
1582	-0.6472022191
1583	-0.6471926705
1584	-0.6471693434
1585	-0.6471560587
1586	-0.6471491653
1587	-0.6471410622
1588	-0.6471311979
1589	-0.647115807
1590	-0.6471023536
1591	-0.6470907813
1592	-0.647076839
1593	-0.6470683105
1594	-0.6470468852
1595	-0.6470288632
1596	-0.6470126665
1597	-0.6470023265
1598	-0.6469954685
1599	-0.6469787864
1600	-0.6469656588
1601	-0.646957654
1602	-0.6469394849
1603	-0.646929032
1604	-0.6469185324
1605	-0.6469064037
1606	-0.6468935498
1607	-0.6468864489
1608	-0.6468780073
1609	-0.6468694358
1610	-0.6468576749
1611	-0.6468467632
1612	-0.6468382453
1613	-0.6468299277
1614	-0.6468136497
1615	-0.6468037239
1616	-0.6467924181
1617	-0.6467804612
1618	-0.6467648622
1619	-0.6467527917
1620	-0.6467379335
1621	-0.6467250926
1622	-0.6467178157
1623	-0.6467024786
1624	-0.6466889876
1625	-0.6466784605
1626	-0.6466656963
1627	-0.6466531941
1628	-0.646635136
1629	-0.646624268
1630	-0.6466122344
1631	-0.6465948551
1632	-0.6465775398
1633	-0.6465623058
1634	-0.6465550794
1635	-0.6465342893
1636	-0.646524479
1637	-0.6465191507
1638	-0.6465079871
1639	-0.6464955376
1640	-0.6464839741
1641	-0.6464761087
1642	-0.6464555311
1643	-0.6464384962
1644	-0.6464286554
1645	-0.6464051154
1646	-0.6463964986
1647	-0.6463800537
1648	-0.6463698328
1649	-0.6463623082
1650	-0.6463535742
1651	-0.6463439235
1652	-0.6463353982
1653	-0.6463122243
1654	-0.6462980027
1655	-0.6462880035
1656	-0.6462819489
1657	-0.6462743697
1658	-0.646261332
1659	-0.6462501083
1660	-0.646239769
1661	-0.6462300748
1662	-0.6462128359
1663	-0.6462045817
1664	-0.6461891839
1665	-0.6461706753
1666	-0.6461570038
1667	-0.6461496523
1668	-0.6461395583
1669	-0.6461295764
1670	-0.6461108095
1671	-0.6460946956
1672	-0.6460845696
1673	-0.6460650948
1674	-0.646051562
1675	-0.6460397017
1676	-0.6460234943
1677	-0.6460096713
1678	-0.6459947311
1679	-0.6459807211
1680	-0.6459681939
1681	-0.6459577423
1682	-0.6459454716
1683	-0.6459283017
1684	-0.6459213882
1685	-0.6459059902
1686	-0.6458961227
1687	-0.6458831384
1688	-0.6458748426
1689	-0.6458644506
1690	-0.6458549137
1691	-0.6458481119
1692	-0.6458365236
1693	-0.6458287597
1694	-0.645816438
1695	-0.6458024621
1696	-0.6457890866
1697	-0.645782963
1698	-0.6457692391
1699	-0.6457514327
1700	-0.6457416218
1701	-0.6457292882
1702	-0.6457230701
1703	-0.6457130048
1704	-0.6457047671
1705	-0.6456912413
1706	-0.6456820665
1707	-0.6456729394
1708	-0.6456597746
1709	-0.6456499847
1710	-0.6456374213
1711	-0.6456266562
1712	-0.645610773
1713	-0.6456012984
1714	-0.6455836756
1715	-0.6455782412
1716	-0.6455674471
1717	-0.6455545628
1718	-0.6455436432
1719	-0.645532256
1720	-0.645517037
1721	-0.6455062468
1722	-0.6454957255
1723	-0.6454827916
1724	-0.645474684
1725	-0.6454609274
1726	-0.6454464599
1727	-0.6454398122
1728	-0.6454261637
1729	-0.645411046
1730	-0.6453961187
1731	-0.6453829207
1732	-0.6453752226
1733	-0.6453686739
1734	-0.6453605011
1735	-0.6453470352
1736	-0.6453402126
1737	-0.645328774
1738	-0.6453118757
1739	-0.645299183
1740	-0.645286966
1741	-0.6452757601
1742	-0.6452620794
1743	-0.6452541209
1744	-0.6452407791
1745	-0.6452294903
1746	-0.6452198157
1747	-0.6452113419
1748	-0.6451988334
1749	-0.6451863017
1750	-0.6451743276
1751	-0.6451618255
1752	-0.6451518944
1753	-0.6451389328
1754	-0.6451311523
1755	-0.6451143295
1756	-0.6450878082
1757	-0.6450767928
1758	-0.645062281
1759	-0.6450484446
1760	-0.6450381141
1761	-0.6450292077
1762	-0.6450119273
1763	-0.645002495
1764	-0.6449898628
1765	-0.6449740711
1766	-0.6449574142
1767	-0.6449473433
1768	-0.6449326813
1769	-0.6449226695
1770	-0.6449106356
1771	-0.6448978251
1772	-0.644878967
1773	-0.6448713417
1774	-0.6448642581
1775	-0.6448478136
1776	-0.644836532
1777	-0.6448303293
1778	-0.6448203027
1779	-0.6448085988
1780	-0.6447898452
1781	-0.6447688973
1782	-0.6447614924
1783	-0.6447469242
1784	-0.6447319903
1785	-0.6447235166
1786	-0.644708317
1787	-0.6447013766
1788	-0.6446938943
1789	-0.64468301
1790	-0.6446745982
1791	-0.6446620214
1792	-0.6446515648
1793	-0.644643411
1794	-0.6446320921
1795	-0.6446167133
1796	-0.6446047554
1797	-0.6445893572
1798	-0.644570978
1799	-0.6445615369
1800	-0.6445542181
1801	-0.6445470697
1802	-0.6445332838
1803	-0.6445182107
1804	-0.6445039255
1805	-0.6444924902
1806	-0.6444761174
1807	-0.6444679379
1808	-0.6444507599
1809	-0.6444387638
1810	-0.6444289048
1811	-0.644422786
1812	-0.6444177521
1813	-0.6444089841
1814	-0.644400253
1815	-0.6443820359
1816	-0.6443665532
1817	-0.6443575597
1818	-0.6443442041
1819	-0.6443332478
1820	-0.6443262609
1821	-0.6443115777
1822	-0.6442962171
1823	-0.6442903878
1824	-0.6442755783
1825	-0.6442642853
1826	-0.6442445354
1827	-0.6442350929
1828	-0.644217424
1829	-0.6442043581
1830	-0.6441916954
1831	-0.6441790907
1832	-0.6441685562
1833	-0.6441585358
1834	-0.6441488515
1835	-0.6441338531
1836	-0.6441234755
1837	-0.6441161803
1838	-0.6441080653
1839	-0.6440990405
1840	-0.6440803416
1841	-0.6440660267
1842	-0.6440524312
1843	-0.6440409646
1844	-0.6440207161
1845	-0.6440091133
1846	-0.6439962498
1847	-0.6439877514
1848	-0.6439774608
1849	-0.6439671184
1850	-0.6439583199
1851	-0.6439477374
1852	-0.6439367955
1853	-0.643925028
1854	-0.6439159778
1855	-0.6439013783
1856	-0.6438925005
1857	-0.6438821294
1858	-0.6438642638
1859	-0.6438568376
1860	-0.6438517357
1861	-0.6438423417
1862	-0.6438295281
1863	-0.6438221375
1864	-0.6438142847
1865	-0.6438037528
1866	-0.6437973205
1867	-0.6437833817
1868	-0.6437697911
1869	-0.6437620237
1870	-0.6437522826
1871	-0.6437469237
1872	-0.6437405651
1873	-0.6437335184
1874	-0.643728136
1875	-0.6437123468
1876	-0.643698023
1877	-0.6436863763
1878	-0.6436742844
1879	-0.643663968
1880	-0.6436504442
1881	-0.6436351016
1882	-0.6436278108
1883	-0.6436127534
1884	-0.6435967503
1885	-0.6435886468
1886	-0.643567557
1887	-0.6435573419
1888	-0.6435501895
1889	-0.6435428584
1890	-0.643531843
1891	-0.6435203989
1892	-0.6435072999
1893	-0.6434996723
1894	-0.6434916167
1895	-0.6434761479
1896	-0.6434642386
1897	-0.6434566199
1898	-0.6434440792
1899	-0.6434287883
1900	-0.6434145367
1901	-0.6433993866
1902	-0.6433885785
1903	-0.6433803331
1904	-0.6433688747
1905	-0.6433609578
1906	-0.6433513831
1907	-0.6433354152
1908	-0.643324167
1909	-0.6433086662
1910	-0.6432947091
1911	-0.6432713811
1912	-0.6432594757
1913	-0.6432467848
1914	-0.6432408379
1915	-0.6432268375
1916	-0.6432039704
1917	-0.6431919411
1918	-0.6431803643
1919	-0.6431730195
1920	-0.6431600826
1921	-0.6431539942
1922	-0.6431410348
1923	-0.643132999
1924	-0.6431198872
1925	-0.6431082621
1926	-0.6431006467
1927	-0.6430845682
1928	-0.643074438
1929	-0.6430618791
1930	-0.643046425
1931	-0.6430318526
1932	-0.6430191093
1933	-0.6430071798
1934	-0.6429917377
1935	-0.6429817304
1936	-0.6429721336
1937	-0.6429594621
1938	-0.6429513209
1939	-0.6429445848
1940	-0.6429327902
1941	-0.6429232682
1942	-0.642913751
1943	-0.642900434
1944	-0.6428862122
1945	-0.6428735722
1946	-0.6428550218
1947	-0.6428439049
1948	-0.6428357632
1949	-0.6428267913
1950	-0.6428115223
1951	-0.6427985681
1952	-0.642786297
1953	-0.6427691934
1954	-0.642760508
1955	-0.642753986
1956	-0.6427441528
1957	-0.6427312619
1958	-0.6427222797
1959	-0.6427112953
1960	-0.6426989643
1961	-0.6426880932
1962	-0.6426726238
1963	-0.6426606578
1964	-0.6426530857
1965	-0.6426399876
1966	-0.6426234051
1967	-0.6426110932
1968	-0.6426028533
1969	-0.6425926129
1970	-0.6425844277
1971	-0.6425726754
1972	-0.642562983
1973	-0.64255618
1974	-0.6425454963
1975	-0.6425363952
1976	-0.6425229914
1977	-0.6425098609
1978	-0.6424936251
1979	-0.6424819278
1980	-0.6424723288
1981	-0.6424638951
1982	-0.6424552138
1983	-0.6424402603
1984	-0.6424305045
1985	-0.6424170032
1986	-0.6424009667
1987	-0.6423877703
1988	-0.6423785984
1989	-0.642371772
1990	-0.6423617904
1991	-0.6423499272
1992	-0.6423396913
1993	-0.6423324563
1994	-0.6423232634
1995	-0.6423069135
1996	-0.6422925562
1997	-0.6422813312
1998	-0.6422716266
1999	-0.6422549366
2000	-0.6422454696
2001	-0.64223606
2002	-0.6422246905
2003	-0.6422190922
2004	-0.6422116406
2005	-0.642195086
2006	-0.6421830046
2007	-0.6421700532
2008	-0.6421596215
2009	-0.6421505901
2010	-0.6421423041
2011	-0.6421338176
2012	-0.6421252088
2013	-0.6421160059
2014	-0.6421054083
2015	-0.6420959766
2016	-0.6420883193
2017	-0.6420731277
2018	-0.6420593532
2019	-0.6420536979
2020	-0.6420382509
2021	-0.6420296614
2022	-0.6420227496
2023	-0.6420180271
2024	-0.6420052524
2025	-0.6419977775
2026	-0.6419906352
2027	-0.6419771308
2028	-0.6419650433
2029	-0.6419529825
2030	-0.6419383838
2031	-0.6419309593
2032	-0.6419176567
2033	-0.6419100794
2034	-0.6419005337
2035	-0.6418823997
2036	-0.6418689532
2037	-0.6418642844
2038	-0.6418519105
2039	-0.6418442665
2040	-0.6418282951
2041	-0.6418219246
2042	-0.641811906
2043	-0.6418015671
2044	-0.6417936085
2045	-0.6417775596
2046	-0.6417713564
2047	-0.6417625103
2048	-0.6417520934
2049	-0.6417420957
2050	-0.6417281136
2051	-0.6417159941
2052	-0.641700936
2053	-0.6416886278
2054	-0.641678108
2055	-0.6416691782
2056	-0.6416549707
2057	-0.6416478702
2058	-0.6416364409
2059	-0.6416287927
2060	-0.6416192966
2061	-0.6416061235
2062	-0.641593955
2063	-0.6415789913
2064	-0.6415686721
2065	-0.6415546612
2066	-0.6415384151
2067	-0.6415296511
2068	-0.6415188141
2069	-0.6415093048
2070	-0.6414973609
2071	-0.6414859804
2072	-0.6414698568
2073	-0.6414567885
2074	-0.6414481491
2075	-0.6414429276
2076	-0.6414333263
2077	-0.6414266363
2078	-0.6414201762
2079	-0.6414074172
2080	-0.6413961848
2081	-0.6413809362
2082	-0.6413699965
2083	-0.6413554181
2084	-0.6413436977
2085	-0.6413368423
2086	-0.6413221104
2087	-0.6413139084
2088	-0.6413021309
2089	-0.6412858277
2090	-0.6412690598
2091	-0.6412598813
2092	-0.6412501368
2093	-0.6412387264
2094	-0.6412260957
2095	-0.641217056
2096	-0.6412101051
2097	-0.6412036973
2098	-0.6411901099
2099	-0.6411808726
2100	-0.6411704454
2101	-0.641157491
2102	-0.6411442359
2103	-0.6411215026
2104	-0.6411100123
2105	-0.6410989249
2106	-0.6410858458
2107	-0.6410763522
2108	-0.6410628912
2109	-0.6410518793
2110	-0.6410421108
2111	-0.6410303263
2112	-0.6410113667
2113	-0.6409942759
2114	-0.6409818542
2115	-0.6409744377
2116	-0.6409669579
2117	-0.6409537809
2118	-0.6409445138
2119	-0.640935342
2120	-0.6409288387
2121	-0.6409195891
2122	-0.6409107045
2123	-0.6408863086
2124	-0.6408718828
2125	-0.6408639244
2126	-0.6408508112
2127	-0.6408457253
2128	-0.6408350758
2129	-0.6408277773
2130	-0.6408197701
2131	-0.6408080733
2132	-0.6407935967
2133	-0.6407872334
2134	-0.6407804085
2135	-0.6407685397
2136	-0.6407571735
2137	-0.6407377905
2138	-0.6407310727
2139	-0.6407174132
2140	-0.6406992562
2141	-0.6406868744
2142	-0.6406790544
2143	-0.6406686233
2144	-0.6406513101
2145	-0.6406430547
2146	-0.6406347868
2147	-0.6406213009
2148	-0.6406066385
2149	-0.640597514
2150	-0.6405890322
2151	-0.6405769986
2152	-0.6405620578
2153	-0.6405495034
2154	-0.6405417617
2155	-0.6405366584
2156	-0.6405302501
2157	-0.6405188844
2158	-0.6405005312
2159	-0.6404807417
2160	-0.6404593734
2161	-0.6404537827
2162	-0.6404384575
2163	-0.6404254502
2164	-0.6404186716
2165	-0.6404070743
2166	-0.6403949334
2167	-0.6403874246
2168	-0.6403749881
2169	-0.6403681644
2170	-0.6403596923
2171	-0.6403529337
2172	-0.6403449489
2173	-0.6403356996
2174	-0.6403260814
2175	-0.6403146444
2176	-0.6403063793
2177	-0.640300099
2178	-0.6402913125
2179	-0.6402794667
2180	-0.6402623136
2181	-0.6402534229
2182	-0.6402458188
2183	-0.6402389416
2184	-0.6402279708
2185	-0.6402195302
2186	-0.6402110829
2187	-0.6401978306
2188	-0.6401848927
2189	-0.6401663728
2190	-0.6401573373
2191	-0.6401483679
2192	-0.6401378257
2193	-0.6401235436
2194	-0.6401128754
2195	-0.6401026603
2196	-0.6400900827
2197	-0.6400730236
2198	-0.6400615977
2199	-0.6400429523
2200	-0.6400359689
2201	-0.640029936
2202	-0.6400223313
2203	-0.6400137996
2204	-0.6400028202
2205	-0.6399930081
2206	-0.6399775943
2207	-0.6399681195
2208	-0.6399534661
2209	-0.6399407225
2210	-0.6399322364
2211	-0.6399236882
2212	-0.6399148636
2213	-0.639906207
2214	-0.6399013193
2215	-0.6398913395
2216	-0.6398806303
2217	-0.639874355
2218	-0.6398652121
2219	-0.639855623
2220	-0.6398507803
2221	-0.6398428121
2222	-0.6398296399
2223	-0.6398185926
2224	-0.6398068622
2225	-0.6397924152
2226	-0.639785679
2227	-0.6397765199
2228	-0.6397700512
2229	-0.6397471096
2230	-0.6397364591
2231	-0.6397255913
2232	-0.6397138263
2233	-0.6397019297
2234	-0.6396904452
2235	-0.6396819353
2236	-0.6396680218
2237	-0.6396512163
2238	-0.6396409117
2239	-0.6396344915
2240	-0.6396166985
2241	-0.6395978818
2242	-0.6395839959
2243	-0.639577698
2244	-0.6395667753
2245	-0.639558785
2246	-0.6395458886
2247	-0.639531215
2248	-0.6395233813
2249	-0.6395014077
2250	-0.6394951783
2251	-0.639484641
2252	-0.6394750296
2253	-0.6394698497
2254	-0.639457775
2255	-0.6394472751
2256	-0.6394371649
2257	-0.6394281839
2258	-0.6394207754
2259	-0.6394138392
2260	-0.6394038306
2261	-0.6393955023
2262	-0.6393874558
2263	-0.6393710665
2264	-0.6393597982
2265	-0.6393498861
2266	-0.6393404687
2267	-0.6393327709
2268	-0.6393197419
2269	-0.6393070047
2270	-0.6392994439
2271	-0.6392830911
2272	-0.6392772846
2273	-0.6392690262
2274	-0.6392604176
2275	-0.6392522665
2276	-0.6392404762
2277	-0.6392306016
2278	-0.6392214903
2279	-0.639211556
2280	-0.6391992344
2281	-0.6391879515
2282	-0.6391800115
2283	-0.6391714006
2284	-0.6391577061
2285	-0.6391487763
2286	-0.6391380916
2287	-0.6391278875
2288	-0.6391224889
2289	-0.6391165128
2290	-0.6391078814
2291	-0.6391011047
2292	-0.6390947569
2293	-0.6390803053
2294	-0.639073411
2295	-0.6390638528
2296	-0.6390568481
2297	-0.6390474675
2298	-0.6390368225
2299	-0.6390224585
2300	-0.6390094833
2301	-0.6389935222
2302	-0.6389802885
2303	-0.6389685861
2304	-0.6389510167
2305	-0.6389394259
2306	-0.6389332859
2307	-0.638923538
2308	-0.6389133618
2309	-0.6389062865
2310	-0.6388997261
2311	-0.638888436
2312	-0.6388795824
2313	-0.6388700489
2314	-0.6388594576
2315	-0.6388469899
2316	-0.6388377831
2317	-0.6388269563
2318	-0.6388195805
2319	-0.6388136561
2320	-0.6388035039
2321	-0.638797434
2322	-0.6387826412
2323	-0.6387735611
2324	-0.6387625487
2325	-0.6387556829
2326	-0.6387485654
2327	-0.6387370554
2328	-0.6387235782
2329	-0.6387173902
2330	-0.6387070782
2331	-0.6386853915
2332	-0.6386799138
2333	-0.6386743722
2334	-0.6386662303
2335	-0.6386559493
2336	-0.6386418948
2337	-0.6386328925
2338	-0.6386251902
2339	-0.6386174196
2340	-0.6386095185
2341	-0.6386019531
2342	-0.6385945758
2343	-0.6385820797
2344	-0.6385765846
2345	-0.6385657837
2346	-0.6385568333
2347	-0.6385410755
2348	-0.6385330885
2349	-0.6385253483
2350	-0.6385190886
2351	-0.6385104985
2352	-0.6384942683
2353	-0.6384850257
2354	-0.6384706649
2355	-0.6384589441
2356	-0.6384491805
2357	-0.6384404254
2358	-0.6384293788
2359	-0.6384182456
2360	-0.638410408
2361	-0.6383985263
2362	-0.6383932193
2363	-0.638385074
2364	-0.6383805101
2365	-0.6383662048
2366	-0.6383558234
2367	-0.6383487054
2368	-0.6383435138
2369	-0.638327675
2370	-0.6383149515
2371	-0.6382892192
2372	-0.6382807617
2373	-0.6382706949
2374	-0.6382556035
2375	-0.6382415303
2376	-0.6382310573
2377	-0.6382261376
2378	-0.6382110964
2379	-0.6382055296
2380	-0.6381992204
2381	-0.6381897975
2382	-0.6381777532
2383	-0.6381673675
2384	-0.6381506161
2385	-0.6381332164
2386	-0.6381173126
2387	-0.6381055734
2388	-0.6380981498
2389	-0.6380904768
2390	-0.6380791534
2391	-0.6380709589
2392	-0.6380605677
2393	-0.6380506213
2394	-0.6380436986
2395	-0.6380369805
2396	-0.6380251819
2397	-0.638018582
2398	-0.6380112889
2399	-0.6380056684
2400	-0.6380009102
2401	-0.6379940649
2402	-0.6379777057
2403	-0.6379695453
2404	-0.6379530533
2405	-0.6379440389
2406	-0.6379292435
2407	-0.6379241554
2408	-0.6379065926
2409	-0.6378999146
2410	-0.6378892504
2411	-0.6378791925
2412	-0.6378622676
2413	-0.6378495421
2414	-0.6378347179
2415	-0.6378234005
2416	-0.6378093906
2417	-0.6377992933
2418	-0.637793945
2419	-0.6377873495
2420	-0.6377787609
2421	-0.6377687074
2422	-0.6377605382
2423	-0.6377527423
2424	-0.6377455901
2425	-0.6377336081
2426	-0.6377207705
2427	-0.6377056246
2428	-0.6376903592
2429	-0.6376756067
2430	-0.6376648199
2431	-0.6376532988
2432	-0.6376455179
2433	-0.6376350076
2434	-0.6376290304
2435	-0.6376217516
2436	-0.6376141932
2437	-0.6376073615
2438	-0.6375993537
2439	-0.6375915279
2440	-0.6375802901
2441	-0.6375759488
2442	-0.6375606801
2443	-0.6375558163
2444	-0.6375442131
2445	-0.6375343871
2446	-0.6375284629
2447	-0.6375166323
2448	-0.6375104695
2449	-0.6375033168
2450	-0.6374918555
2451	-0.637480735
2452	-0.6374756775
2453	-0.6374663157
2454	-0.6374569802
2455	-0.6374460351
2456	-0.637437163
2457	-0.6374280406
2458	-0.6374198389
2459	-0.6374012961
2460	-0.6373924765
2461	-0.6373869251
2462	-0.6373689611
2463	-0.6373620566
2464	-0.6373512201
2465	-0.6373446677
2466	-0.6373375236
2467	-0.6373283036
2468	-0.6373217092
2469	-0.6373113424
2470	-0.6373060727
2471	-0.6372982897
2472	-0.6372869401
2473	-0.6372767529
2474	-0.6372685378
2475	-0.6372639631
2476	-0.637256453
2477	-0.6372472745
2478	-0.6372422979
2479	-0.6372328301
2480	-0.6372281298
2481	-0.6372220132
2482	-0.6372156299
2483	-0.6372022716
2484	-0.6371924519
2485	-0.6371851631
2486	-0.6371749436
2487	-0.637160831
2488	-0.6371545661
2489	-0.6371398624
2490	-0.6371317579
2491	-0.6371173352
2492	-0.6371068805
2493	-0.6371010802
2494	-0.6370943581
2495	-0.6370769379
2496	-0.6370680294
2497	-0.6370532781
2498	-0.6370424474
2499	-0.6370281402
2500	-0.6370210747
2501	-0.6370127903
2502	-0.6370068284
2503	-0.6369961945
2504	-0.6369855356
2505	-0.6369650956
2506	-0.6369546706
2507	-0.6369488211
2508	-0.636935667
2509	-0.6369259034
2510	-0.6369181746
2511	-0.6368965396
2512	-0.6368868982
2513	-0.6368767387
2514	-0.6368693069
2515	-0.6368597187
2516	-0.6368487756
2517	-0.6368432841
2518	-0.6368375011
2519	-0.6368303998
2520	-0.6368211723
2521	-0.6368071851
2522	-0.6367978835
2523	-0.6367917096
2524	-0.6367864768
2525	-0.6367754979
2526	-0.6367634938
2527	-0.6367563839
2528	-0.6367387174
2529	-0.6367318184
2530	-0.6367251451
2531	-0.6367096689
2532	-0.6367030406
2533	-0.6366893063
2534	-0.6366783558
2535	-0.6366629152
2536	-0.6366552197
2537	-0.6366467172
2538	-0.6366369145
2539	-0.6366311124
2540	-0.6366238863
2541	-0.6366168362
2542	-0.6366039859
2543	-0.6365976865
2544	-0.6365923255
2545	-0.6365859181
2546	-0.6365713814
2547	-0.6365575159
2548	-0.6365465269
2549	-0.6365329383
2550	-0.6365248765
2551	-0.6365136541
2552	-0.6365082987
2553	-0.6364950041
2554	-0.6364856948
2555	-0.6364714023
2556	-0.63645898
2557	-0.6364418166
2558	-0.6364303457
2559	-0.6364215273
2560	-0.6364140371
2561	-0.6364080425
2562	-0.6363954153
2563	-0.6363910418
2564	-0.6363846026
2565	-0.6363738993
2566	-0.6363641336
2567	-0.6363564906
2568	-0.6363479201
2569	-0.6363396775
2570	-0.6363337717
2571	-0.6363226741
2572	-0.6363141013
2573	-0.6363034103
2574	-0.6362914022
2575	-0.6362803874
2576	-0.6362741815
2577	-0.636263143
2578	-0.6362492574
2579	-0.6362390557
2580	-0.6362244758
2581	-0.6362132675
2582	-0.6362081497
2583	-0.6361998221
2584	-0.6361928425
2585	-0.6361825594
2586	-0.6361724297
2587	-0.6361657478
2588	-0.636158878
2589	-0.6361526084
2590	-0.6361408004
2591	-0.6361328993
2592	-0.6361219179
2593	-0.6361088514
2594	-0.6361023536
2595	-0.6360927897
2596	-0.6360801502
2597	-0.6360660675
2598	-0.6360610058
2599	-0.6360518362
2600	-0.6360430106
2601	-0.6360345504
2602	-0.6360212304
2603	-0.6360131441
2604	-0.6360005229
2605	-0.6359906934
2606	-0.6359806911
2607	-0.6359696064
2608	-0.6359520711
2609	-0.6359417472
2610	-0.6359274746
2611	-0.6359210563
2612	-0.6359015528
2613	-0.6358883524
2614	-0.6358797641
2615	-0.6358689914
2616	-0.6358627294
2617	-0.6358455854
2618	-0.6358406904
2619	-0.6358355319
2620	-0.6358293407
2621	-0.6358249632
2622	-0.635817734
2623	-0.6358063074
2624	-0.6357965504
2625	-0.6357841331
2626	-0.6357768997
2627	-0.6357704321
2628	-0.6357588059
2629	-0.6357507124
2630	-0.6357417141
2631	-0.6357299175
2632	-0.6357224796
2633	-0.6357123209
2634	-0.6356997996
2635	-0.6356925516
2636	-0.6356855702
2637	-0.6356792096
2638	-0.635670986
2639	-0.6356624994
2640	-0.6356540549
2641	-0.6356437098
2642	-0.635639046
2643	-0.6356316234
2644	-0.6356196713
2645	-0.6356134252
2646	-0.6356017473
2647	-0.6355886419
2648	-0.635579977
2649	-0.6355720461
2650	-0.6355639869
2651	-0.6355470898
2652	-0.6355380416
2653	-0.6355291254
2654	-0.6355153025
2655	-0.6354968703
2656	-0.6354913292
2657	-0.6354843707
2658	-0.6354785505
