iter	Passed	Remaining
1663	189882	266566
1664	190027	266494
1665	190103	266327
1666	190202	266192
1667	190366	266147
1668	190468	266017
1669	190578	265896
1670	190698	265791
1671	190824	265693
1672	190964	265615
1673	191090	265517
1674	191191	265385
1675	191289	265249
1676	191439	265183
1677	191540	265051
1678	191635	264910
1679	191767	264822
1680	191877	264701
1681	192011	264614
1682	192110	264480
1683	192208	264343
1684	192289	264184
1685	192386	264046
1686	192516	263953
1687	192598	263795
1688	192694	263657
1689	192835	263580
1690	192962	263483
1691	193124	263434
1692	193312	263421
1693	193506	263415
1694	193673	263373
1695	193864	263363
1696	194042	263335
1697	194227	263316
1698	194365	263234
1699	194531	263189
1700	194678	263119
1701	194799	263014
1702	194896	262876
1703	195036	262796
1704	195281	262856
1705	195506	262891
1706	195668	262840
1707	195844	262808
1708	196031	262790
1709	196208	262758
1710	196320	262640
1711	196479	262584
1712	196638	262529
1713	196804	262482
1714	196928	262379
1715	197070	262301
1716	197174	262171
1717	197312	262088
1718	197485	262050
1719	197587	261918
1720	197703	261805
1721	197775	261632
1722	197902	261534
1723	198009	261409
1724	198148	261326
1725	198296	261255
1726	198420	261152
1727	198520	261018
1728	198631	260897
1729	198753	260791
1730	198894	260712
1731	198997	260581
1732	199124	260482
1733	199229	260354
1734	199335	260226
1735	199489	260163
1736	199632	260084
1737	199752	259976
1738	199898	259902
1739	199979	259743
1740	200095	259629
1741	200240	259554
1742	200300	259367
1743	200418	259256
1744	200538	259148
1745	200638	259014
1746	200758	258906
1747	200877	258796
1748	201013	258708
1749	201133	258600
1750	201264	258506
1751	201368	258377
1752	201485	258264
1753	201617	258170
1754	201743	258071
1755	201846	257940
1756	201941	257799
1757	202053	257681
1758	202125	257511
1759	202225	257377
1760	202352	257278
1761	202455	257147
1762	202564	257026
1763	202683	256916
1764	202791	256792
1765	202868	256629
1766	202971	256500
1767	203055	256345
1768	203160	256218
1769	203263	256089
1770	203387	255986
1771	203508	255878
1772	203622	255762
1773	203737	255648
1774	203845	255524
1775	203945	255391
1776	204066	255284
1777	204178	255166
1778	204291	255048
1779	204408	254936
1780	204515	254812
1781	204622	254687
1782	204745	254582
1783	204919	254540
1784	205087	254492
1785	205254	254442
1786	205438	254412
1787	205587	254340
1788	205710	254235
1789	205841	254139
1790	205915	253974
1791	206015	253841
1792	206151	253751
1793	206366	253758
1794	206579	253765
1795	206775	253749
1796	206962	253722
1797	207141	253684
1798	207332	253662
1799	207434	253531
1800	207577	253449
1801	207696	253338
1802	207825	253240
1803	207939	253123
1804	208051	253004
1805	208161	252882
1806	208402	252919
1807	208599	252904
1808	208848	252950
1809	209083	252979
1810	209269	252948
1811	209477	252945
1812	209688	252944
1813	209878	252918
1814	209984	252790
1815	210091	252665
1816	210255	252606
1817	210421	252551
1818	210510	252403
1819	210634	252298
1820	210744	252175
1821	210863	252064
1822	210972	251940
1823	211093	251831
1824	211194	251698
1825	211315	251587
1826	211427	251467
1827	211538	251346
1828	211645	251220
1829	211757	251100
1830	211905	251022
1831	212023	250910
1832	212137	250791
1833	212256	250680
1834	212361	250552
1835	212483	250443
1836	212602	250331
1837	212713	250210
1838	212814	250077
1839	212930	249962
1840	213038	249837
1841	213159	249726
1842	213290	249629
1843	213387	249491
1844	213496	249368
1845	213633	249278
1846	213749	249162
1847	213861	249042
1848	213999	248952
1849	214105	248825
1850	214209	248696
1851	214330	248585
1852	214427	248448
1853	214555	248347
1854	214680	248241
1855	214776	248104
1856	214889	247985
1857	215014	247879
1858	215139	247775
1859	215265	247671
1860	215396	247572
1861	215505	247449
1862	215558	247261
1863	215690	247164
1864	215794	247035
1865	215916	246926
1866	216018	246795
1867	216114	246657
1868	216243	246556
1869	216345	246425
1870	216442	246288
1871	216569	246186
1872	216705	246093
1873	216805	245959
1874	216903	245823
1875	217041	245733
1876	217139	245597
1877	217237	245462
1878	217365	245360
1879	217467	245229
1880	217567	245096
1881	217693	244992
1882	217815	244883
1883	217890	244722
1884	217991	244589
1885	218118	244487
1886	218230	244367
1887	218370	244278
1888	218495	244173
1889	218635	244084
1890	218731	243947
1891	218830	243813
1892	218949	243701
1893	219007	243521
1894	219127	243410
1895	219261	243315
1896	219365	243186
1897	219489	243080
1898	219616	242977
1899	219792	242928
1900	219942	242850
1901	220106	242788
1902	220211	242661
1903	220318	242535
1904	220462	242450
1905	220568	242324
1906	220716	242244
1907	220874	242174
1908	220976	242044
1909	221086	241922
1910	221180	241782
1911	221323	241696
1912	221434	241574
1913	221547	241456
1914	221657	241334
1915	221782	241229
1916	221864	241076
1917	221967	240946
1918	222096	240845
1919	222200	240717
1920	222296	240579
1921	222426	240480
1922	222527	240348
1923	222638	240227
1924	222760	240118
1925	222886	240013
1926	222988	239883
1927	223052	239711
1928	223149	239576
1929	223230	239423
1930	223336	239297
1931	223466	239196
1932	223568	239066
1933	223676	238942
1934	223796	238831
1935	223916	238720
1936	224024	238596
1937	224158	238500
1938	224282	238394
1939	224414	238295
1940	224485	238132
1941	224588	238003
1942	224717	237901
1943	224816	237768
1944	224916	237636
1945	225041	237530
1946	225159	237417
1947	225241	237266
1948	225361	237155
1949	225510	237075
1950	225635	236968
1951	225700	236800
1952	225806	236674
1953	225974	236614
1954	226089	236497
1955	226218	236395
1956	226318	236264
1957	226431	236145
1958	226548	236030
1959	226688	235940
1960	226809	235831
1961	226957	235748
1962	227060	235619
1963	227168	235496
1964	227247	235342
1965	227355	235219
1966	227478	235110
1967	227580	234981
1968	227700	234870
1969	227817	234756
1970	227878	234584
1971	227947	234420
1972	228055	234297
1973	228171	234181
1974	228285	234064
1975	228404	233953
1976	228523	233840
1977	228650	233737
1978	228766	233621
1979	228894	233518
1980	229004	233397
1981	229130	233292
1982	229252	233183
1983	229385	233085
1984	229496	232964
1985	229620	232857
1986	229731	232737
1987	229850	232625
1988	229963	232506
1989	230097	232410
1990	230215	232297
1991	230355	232205
1992	230461	232080
1993	230581	231969
1994	230706	231863
1995	230828	231753
1996	230927	231621
1997	231043	231505
1998	231157	231388
1999	231283	231283
2000	231386	231155
2001	231493	231031
2002	231614	230920
2003	231731	230806
2004	231854	230698
2005	231978	230590
2006	232078	230460
2007	232187	230337
2008	232311	230229
2009	232444	230131
2010	232555	230011
2011	232693	229918
2012	232799	229793
2013	232935	229696
2014	233000	229531
2015	233118	229418
2016	233249	229317
2017	233357	229194
2018	233495	229100
2019	233573	228948
2020	233677	228821
2021	233814	228726
2022	233921	228602
2023	234028	228478
2024	234148	228367
2025	234279	228266
2026	234383	228139
2027	234488	228013
2028	234607	227901
2029	234768	227829
2030	234890	227720
2031	235021	227619
2032	235131	227498
2033	235246	227381
2034	235353	227258
2035	235459	227132
2036	235591	227033
2037	235728	226938
2038	235842	226820
2039	235980	226726
2040	236083	226598
2041	236197	226481
2042	236292	226345
2043	236428	226249
2044	236532	226123
2045	236679	226037
2046	236741	225870
2047	236819	225718
2048	236948	225615
2049	237030	225468
2050	237140	225346
2051	237276	225250
2052	237342	225087
2053	237446	224961
2054	237584	224866
2055	237696	224748
2056	237845	224664
2057	237957	224544
2058	238073	224429
2059	238183	224309
2060	238252	224149
2061	238384	224049
2062	238496	223929
2063	238623	223825
2064	238729	223700
2065	238851	223590
2066	238971	223479
2067	239107	223383
2068	239167	223214
2069	239270	223087
2070	239435	223018
2071	239539	222891
2072	239637	222759
2073	239758	222649
2074	239890	222549
2075	240001	222429
2076	240081	222280
2077	240207	222174
2078	240308	222045
2079	240443	221947
2080	240589	221860
2081	240721	221759
2082	240829	221637
2083	240983	221556
2084	241091	221433
2085	241211	221322
2086	241324	221204
2087	241448	221096
2088	241616	221028
2089	241746	220926
2090	241844	220794
2091	241955	220674
2092	242092	220578
2093	242219	220473
2094	242320	220343
2095	242430	220223
2096	242563	220123
2097	242702	220028
2098	242812	219907
2099	242956	219817
2100	243065	219695
2101	243210	219607
2102	243309	219476
2103	243408	219345
2104	243551	219254
2105	243631	219106
2106	243741	218985
2107	243883	218893
2108	243988	218767
2109	244096	218645
2110	244221	218538
2111	244352	218435
2112	244424	218281
2113	244568	218191
2114	244660	218054
2115	244781	217943
2116	244922	217850
2117	245064	217757
2118	245164	217627
2119	245286	217518
2120	245398	217399
2121	245483	217256
2122	245581	217125
2123	245683	216997
2124	245790	216873
2125	245931	216780
2126	246056	216672
2127	246165	216551
2128	246279	216434
2129	246394	216317
2130	246550	216237
2131	246671	216126
2132	246729	215960
2133	246852	215851
2134	246948	215718
2135	247048	215589
2136	247150	215461
2137	247251	215333
2138	247347	215200
2139	247474	215094
2140	247575	214966
2141	247681	214842
2142	247801	214730
2143	247918	214615
2144	248026	214493
2145	248137	214374
2146	248243	214250
2147	248364	214139
2148	248473	214018
2149	248600	213911
2150	248705	213786
2151	248817	213668
2152	248928	213548
2153	249061	213448
2154	249167	213324
2155	249281	213207
2156	249395	213090
2157	249520	212982
2158	249600	212836
2159	249724	212728
2160	249854	212624
2161	249999	212533
2162	250126	212427
2163	250255	212324
2164	250364	212202
2165	250444	212056
2166	250581	211959
2167	250648	211803
2168	250754	211678
2169	250881	211572
2170	250949	211417
2171	251047	211286
2172	251185	211190
2173	251250	211031
2174	251346	210899
2175	251486	210804
2176	251563	210656
2177	251661	210526
2178	251790	210422
2179	251891	210294
2180	252000	210174
2181	252120	210062
2182	252262	209968
2183	252371	209847
2184	252488	209732
2185	252583	209600
2186	252683	209472
2187	252817	209371
2188	252912	209239
2189	253020	209117
2190	253158	209020
2191	253287	208915
2192	253388	208788
2193	253484	208657
2194	253619	208557
2195	253721	208430
2196	253829	208309
2197	253955	208201
2198	254086	208099
2199	254187	207971
2200	254297	207851
2201	254424	207745
2202	254558	207645
2203	254636	207498
2204	254739	207373
2205	254874	207272
2206	254947	207123
2207	255048	206995
2208	255170	206885
2209	255230	206725
2210	255353	206615
2211	255503	206527
2212	255611	206406
2213	255719	206284
2214	255829	206165
2215	255941	206046
2216	256066	205939
2217	256189	205829
2218	256287	205699
2219	256386	205571
2220	256512	205464
2221	256610	205334
2222	256709	205205
2223	256826	205091
2224	256924	204961
2225	257018	204829
2226	257145	204723
2227	257249	204598
2228	257367	204485
2229	257465	204356
2230	257563	204226
2231	257695	204124
2232	257800	204000
2233	257908	203879
2234	258023	203763
2235	258130	203641
2236	258204	203493
2237	258301	203363
2238	258426	203255
2239	258526	203128
2240	258601	202980
2241	258728	202874
2242	258829	202747
2243	258926	202618
2244	259058	202515
2245	259123	202361
2246	259225	202234
2247	259348	202125
2248	259449	201999
2249	259546	201869
2250	259680	201768
2251	259778	201639
2252	259877	201512
2253	259988	201393
2254	260090	201267
2255	260192	201141
2256	260310	201028
2257	260427	200914
2258	260537	200794
2259	260647	200675
2260	260754	200553
2261	260864	200434
2262	260980	200319
2263	261092	200201
2264	261199	200080
2265	261299	199952
2266	261430	199849
2267	261559	199744
2268	261659	199617
2269	261758	199489
2270	261887	199385
2271	261976	199249
2272	262080	199126
2273	262219	199028
2274	262321	198903
2275	262421	198776
2276	262549	198670
2277	262663	198554
2278	262780	198440
2279	262897	198326
2280	263008	198207
2281	263119	198088
2282	263228	197968
2283	263333	197845
2284	263448	197730
2285	263555	197608
2286	263665	197489
2287	263767	197364
2288	263883	197249
2289	263987	197126
2290	264094	197004
2291	264201	196882
2292	264314	196765
2293	264421	196644
2294	264538	196530
2295	264638	196403
2296	264767	196298
2297	264878	196180
2298	264984	196058
2299	265091	195937
2300	265205	195821
2301	265330	195712
2302	265433	195588
2303	265540	195467
2304	265686	195374
2305	265814	195269
2306	265916	195143
2307	266021	195020
2308	266141	194909
2309	266269	194803
2310	266372	194679
2311	266450	194536
2312	266578	194430
2313	266674	194301
2314	266771	194172
2315	266918	194080
2316	267015	193952
2317	267128	193835
2318	267257	193730
2319	267324	193580
2320	267444	193468
2321	267550	193346
2322	267654	193222
2323	267772	193109
2324	267897	193001
2325	268000	192877
2326	268127	192770
2327	268260	192668
2328	268413	192579
2329	268517	192456
2330	268634	192342
2331	268750	192228
2332	268834	192090
2333	268957	191980
2334	269071	191864
2335	269178	191743
2336	269298	191632
2337	269374	191488
2338	269478	191365
2339	269607	191259
2340	269714	191138
2341	269826	191021
2342	269940	190905
2343	270072	190801
2344	270180	190681
2345	270323	190585
2346	270458	190484
2347	270581	190375
2348	270684	190250
2349	270786	190126
2350	270909	190016
2351	271031	189906
2352	271130	189780
2353	271240	189661
2354	271376	189559
2355	271499	189450
2356	271600	189325
2357	271740	189227
2358	271842	189102
2359	271952	188984
2360	272082	188879
2361	272197	188763
2362	272329	188659
2363	272467	188560
2364	272589	188449
2365	272730	188352
2366	272867	188251
2367	272991	188142
2368	273090	188016
2369	273185	187887
2370	273311	187779
2371	273417	187657
2372	273528	187539
2373	273612	187402
2374	273712	187277
2375	273833	187165
2376	273935	187041
2377	274042	186920
2378	274183	186823
2379	274313	186717
2380	274416	186593
2381	274478	186442
2382	274601	186332
2383	274702	186207
2384	274812	186089
2385	274934	185978
2386	275062	185871
2387	275164	185747
2388	275272	185627
2389	275399	185519
2390	275528	185414
2391	275635	185293
2392	275782	185199
2393	275885	185076
2394	275994	184956
2395	276120	184848
2396	276252	184744
2397	276352	184618
2398	276451	184493
2399	276577	184385
2400	276709	184281
2401	276771	184130
2402	276868	184002
2403	276997	183896
2404	277098	183772
2405	277201	183648
2406	277322	183537
2407	277440	183423
2408	277540	183298
2409	277660	183187
2410	277757	183059
2411	277854	182932
2412	277983	182826
2413	278079	182698
2414	278194	182582
2415	278313	182470
2416	278441	182363
2417	278543	182239
2418	278651	182120
2419	278766	182004
2420	278879	181888
2421	278943	181739
2422	279041	181613
2423	279158	181498
2424	279261	181375
2425	279324	181227
2426	279450	181119
2427	279584	181016
2428	279696	180899
2429	279811	180783
2430	279925	180667
2431	280057	180563
2432	280181	180453
2433	280252	180310
2434	280348	180182
2435	280468	180070
2436	280566	179944
2437	280666	179819
2438	280789	179709
2439	280888	179584
2440	280986	179458
2441	281119	179354
2442	281214	179226
2443	281307	179097
2444	281441	178994
2445	281544	178871
2446	281616	178729
2447	281743	178621
2448	281840	178494
2449	281937	178368
2450	282075	178268
2451	282178	178145
2452	282286	178025
2453	282381	177897
2454	282481	177773
2455	282611	177667
2456	282710	177542
2457	282822	177425
2458	282932	177307
2459	283036	177185
2460	283150	177069
2461	283277	176962
2462	283380	176839
2463	283488	176720
2464	283603	176604
2465	283729	176496
2466	283834	176375
2467	283938	176253
2468	284029	176123
2469	284099	175980
2470	284226	175873
2471	284327	175749
2472	284430	175627
2473	284513	175492
2474	284610	175366
2475	284735	175257
2476	284836	175133
2477	284934	175008
2478	285054	174896
2479	285168	174780
2480	285316	174685
2481	285442	174577
2482	285540	174452
2483	285603	174305
2484	285695	174176
2485	285797	174053
2486	285898	173930
2487	286020	173819
2488	286148	173712
2489	286248	173588
2490	286346	173463
2491	286470	173353
2492	286570	173229
2493	286669	173104
2494	286785	172990
2495	286881	172864
2496	286993	172747
2497	287100	172628
2498	287223	172518
2499	287345	172407
2500	287414	172264
2501	287509	172137
2502	287638	172031
2503	287749	171914
2504	287860	171797
2505	287968	171677
2506	288092	171568
2507	288196	171447
2508	288303	171327
2509	288430	171219
2510	288546	171105
2511	288656	170987
2512	288741	170854
2513	288868	170747
2514	288967	170622
2515	289061	170495
2516	289168	170375
2517	289270	170253
2518	289367	170128
2519	289494	170020
2520	289594	169897
2521	289691	169771
2522	289779	169641
2523	289883	169519
2524	289982	169395
2525	290104	169284
2526	290208	169164
2527	290331	169053
2528	290441	168936
2529	290555	168820
2530	290640	168688
2531	290763	168578
2532	290874	168461
2533	290936	168315
2534	291063	168208
2535	291163	168085
2536	291234	167944
2537	291363	167838
2538	291468	167717
2539	291583	167602
2540	291694	167486
2541	291812	167373
2542	291920	167254
2543	292029	167136
2544	292181	167043
2545	292331	166948
2546	292411	166813
2547	292510	166689
2548	292636	166580
2549	292735	166457
2550	292834	166333
2551	292959	166224
2552	293076	166111
2553	293175	165987
2554	293246	165848
2555	293375	165741
2556	293437	165596
2557	293537	165473
2558	293654	165359
2559	293756	165238
2560	293879	165128
2561	293989	165010
2562	294105	164896
2563	294218	164780
2564	294339	164669
2565	294483	164570
2566	294628	164473
2567	294731	164351
2568	294841	164234
2569	294960	164122
2570	295084	164012
2571	295189	163892
2572	295265	163755
2573	295406	163655
2574	295506	163532
2575	295630	163423
2576	295744	163308
2577	295862	163195
2578	295969	163075
2579	296074	162955
2580	296192	162842
2581	296304	162726
2582	296415	162609
2583	296529	162494
2584	296643	162379
2585	296745	162257
2586	296861	162143
2587	296975	162028
2588	297089	161913
2589	297144	161765
2590	297272	161658
2591	297370	161534
2592	297466	161409
2593	297586	161297
2594	297692	161178
2595	297802	161061
2596	297916	160945
2597	298028	160829
2598	298153	160720
2599	298299	160622
2600	298395	160497
2601	298466	160359
2602	298593	160251
2603	298693	160129
2604	298791	160005
2605	298917	159896
2606	299014	159772
2607	299110	159648
2608	299240	159541
2609	299349	159423
2610	299433	159292
2611	299569	159189
2612	299664	159064
2613	299762	158940
2614	299859	158816
2615	299963	158696
2616	300069	158577
2617	300213	158478
2618	300350	158375
2619	300447	158251
2620	300545	158127
2621	300673	158019
2622	300779	157900
2623	300896	157787
2624	301016	157675
2625	301130	157560
2626	301227	157436
2627	301336	157318
2628	301452	157204
2629	301583	157098
2630	301687	156978
2631	301787	156856
2632	301912	156746
2633	302044	156640
2634	302159	156526
2635	302274	156412
2636	302353	156278
2637	302456	156158
2638	302586	156051
2639	302683	155928
2640	302762	155794
2641	302895	155689
2642	302993	155566
2643	303088	155441
2644	303213	155332
2645	303312	155209
2646	303418	155090
2647	303542	154981
2648	303675	154875
2649	303778	154754
2650	303888	154638
2651	304011	154527
2652	304138	154419
2653	304284	154320
2654	304449	154231
2655	304577	154123
2656	304723	154024
2657	304839	153910
2658	304954	153795
2659	305023	153658
2660	305136	153543
2661	305331	153468
2662	305540	153401
2663	305737	153327
2664	305919	153246
2665	306108	153169
2666	306308	153096
2667	306449	152994
2668	306598	152897
2669	306734	152792
2670	306905	152705
2671	307073	152617
2672	307226	152521
2673	307337	152404
2674	307463	152295
2675	307569	152175
2676	307685	152061
2677	307794	151943
2678	307895	151821
2679	307995	151699
2680	308072	151565
2681	308206	151460
2682	308315	151342
2683	308450	151237
2684	308569	151124
2685	308704	151019
2686	308810	150900
2687	308975	150809
2688	309139	150718
2689	309270	150611
2690	309418	150512
2691	309554	150407
2692	309684	150299
2693	309744	150158
2694	309868	150047
2695	309969	149925
2696	310072	149805
2697	310200	149696
2698	310316	149581
2699	310453	149477
2700	310568	149362
2701	310663	149237
2702	310766	149117
2703	310931	149026
2704	311049	148912
2705	311200	148814
2706	311298	148692
2707	311409	148575
2708	311540	148467
2709	311647	148348
2710	311763	148234
2711	311879	148119
2712	311993	148004
2713	312101	147885
2714	312195	147761
2715	312292	147637
2716	312423	147530
2717	312520	147406
2718	312619	147284
2719	312749	147176
2720	312873	147065
2721	313006	146958
2722	313129	146847
2723	313247	146733
2724	313368	146622
2725	313478	146504
2726	313602	146393
2727	313708	146274
2728	313835	146165
2729	313942	146046
2730	314066	145935
2731	314144	145803
2732	314272	145694
2733	314384	145578
2734	314513	145469
2735	314623	145352
2736	314740	145238
2737	314845	145118
2738	314997	145020
2739	315089	144895
2740	315212	144784
2741	315320	144665
2742	315440	144552
2743	315508	144416
2744	315637	144307
2745	315736	144185
2746	315834	144062
2747	315965	143955
2748	316065	143833
2749	316163	143710
2750	316311	143610
2751	316418	143492
2752	316559	143388
2753	316670	143272
2754	316795	143161
2755	316940	143060
2756	317067	142950
2757	317179	142834
2758	317323	142732
2759	317447	142621
2760	317570	142509
2761	317647	142378
2762	317758	142261
2763	317890	142153
2764	317997	142035
2765	318122	141924
2766	318237	141809
2767	318348	141692
2768	318466	141579
2769	318580	141463
2770	318696	141348
2771	318821	141238
2772	318942	141126
2773	319001	140986
2774	319130	140877
2775	319231	140756
2776	319347	140641
2777	319473	140531
2778	319610	140426
2779	319710	140304
2780	319821	140187
2781	319918	140064
2782	320039	139952
2783	320151	139836
2784	320266	139721
2785	320386	139608
2786	320446	139469
2787	320573	139359
2788	320681	139241
2789	320825	139139
2790	320943	139025
2791	321070	138916
2792	321244	138826
2793	321395	138726
2794	321524	138617
2795	321691	138525
2796	321817	138415
2797	321953	138308
2798	322084	138200
2799	322225	138096
2800	322325	137975
2801	322447	137863
2802	322558	137746
2803	322673	137631
2804	322784	137514
2805	322933	137413
2806	323063	137304
2807	323210	137203
2808	323333	137091
2809	323402	136956
2810	323499	136834
2811	323604	136714
2812	323767	136619
2813	323888	136507
2814	324003	136392
2815	324107	136272
2816	324226	136159
2817	324365	136053
2818	324503	135948
2819	324582	135818
2820	324687	135698
2821	324785	135576
2822	324894	135459
2823	325021	135349
2824	325125	135229
2825	325242	135114
2826	325369	135004
2827	325479	134887
2828	325590	134770
2829	325711	134658
2830	325823	134541
2831	325925	134421
2832	326047	134309
2833	326170	134197
2834	326268	134075
2835	326368	133953
2836	326497	133844
2837	326577	133714
2838	326680	133594
2839	326804	133483
2840	326904	133362
2841	326999	133239
2842	327124	133128
2843	327224	133006
2844	327285	132869
2845	327407	132757
2846	327504	132635
2847	327599	132512
2848	327735	132405
2849	327835	132284
2850	327910	132153
2851	328049	132048
2852	328128	131918
2853	328225	131796
2854	328361	131689
2855	328493	131581
2856	328624	131472
2857	328758	131365
2858	328884	131254
2859	329035	131154
2860	329176	131049
2861	329300	130937
2862	329367	130803
2863	329497	130694
2864	329592	130571
2865	329688	130449
2866	329820	130340
2867	329916	130218
2868	330013	130095
2869	330142	129986
2870	330241	129865
2871	330340	129743
2872	330475	129636
2873	330571	129514
2874	330670	129392
2875	330837	129298
2876	330962	129187
2877	331102	129081
2878	331166	128946
2879	331224	128809
2880	331341	128695
2881	331448	128577
2882	331566	128463
2883	331665	128342
2884	331744	128213
2885	331896	128112
2886	331989	127989
2887	332059	127856
2888	332135	127726
2889	332249	127611
2890	332383	127503
2891	332479	127381
2892	332576	127259
2893	332701	127148
2894	332796	127026
2895	332898	126906
2896	333025	126795
2897	333127	126675
2898	333225	126554
2899	333352	126444
2900	333464	126327
2901	333578	126212
2902	333689	126096
2903	333803	125980
2904	333906	125861
2905	334020	125746
2906	334138	125632
2907	334228	125508
2908	334334	125389
2909	334437	125270
2910	334543	125152
2911	334673	125043
2912	334799	124931
2913	334901	124812
2914	334997	124690
2915	335118	124577
2916	335218	124457
2917	335315	124335
2918	335417	124215
2919	335516	124095
2920	335615	123974
2921	335743	123864
2922	335843	123743
2923	335940	123622
2924	336070	123512
2925	336170	123392
2926	336272	123273
2927	336396	123161
2928	336481	123035
2929	336603	122923
2930	336730	122813
2931	336837	122695
2932	336954	122581
2933	337106	122479
2934	337230	122368
2935	337297	122235
2936	337395	122114
2937	337505	121998
2938	337592	121873
2939	337690	121752
2940	337812	121639
2941	337909	121518
2942	338006	121397
2943	338134	121287
2944	338238	121168
2945	338341	121049
2946	338457	120934
2947	338564	120817
2948	338675	120701
2949	338779	120582
2950	338892	120467
2951	339004	120351
2952	339114	120234
2953	339235	120122
2954	339350	120007
2955	339473	119895
2956	339584	119779
2957	339700	119664
2958	339809	119547
2959	339912	119428
2960	340039	119318
2961	340161	119205
2962	340264	119086
2963	340358	118964
2964	340467	118847
2965	340560	118725
2966	340665	118607
2967	340779	118492
2968	340905	118381
2969	341025	118268
2970	341144	118154
2971	341251	118037
2972	341332	117910
2973	341419	117786
2974	341520	117666
2975	341626	117548
2976	341709	117423
2977	341808	117302
2978	341944	117195
2979	342041	117074
2980	342138	116953
2981	342265	116843
2982	342367	116724
2983	342476	116607
2984	342595	116493
2985	342715	116380
2986	342818	116262
2987	342921	116143
2988	343034	116028
2989	343150	115913
2990	343253	115795
2991	343358	115676
2992	343470	115561
2993	343570	115441
2994	343689	115328
2995	343813	115216
2996	343931	115102
2997	344061	114993
2998	344164	114874
2999	344273	114757
3000	344390	114643
3001	344490	114524
3002	344595	114406
3003	344700	114288
3004	344821	114175
3005	344938	114061
3006	345045	113944
3007	345147	113825
3008	345272	113713
3009	345386	113598
3010	345495	113482
3011	345597	113363
3012	345715	113249
3013	345847	113140
3014	345907	113008
3015	346010	112889
3016	346133	112777
3017	346232	112657
3018	346354	112545
3019	346463	112428
3020	346589	112317
3021	346739	112214
3022	346871	112104
3023	347002	111995
3024	347167	111896
3025	347328	111796
3026	347487	111696
3027	347638	111593
3028	347796	111492
3029	347945	111388
3030	348120	111292
3031	348297	111198
3032	348471	111101
3033	348600	110991
3034	348761	110891
3035	348892	110781
3036	349020	110670
3037	349109	110547
3038	349238	110437
3039	349369	110327
3040	349494	110215
3041	349675	110121
3042	349857	110027
3043	350018	109926
3044	350171	109824
3045	350275	109705
3046	350422	109600
3047	350552	109490
3048	350688	109381
3049	350804	109266
3050	350929	109155
3051	351029	109035
3052	351153	108923
3053	351295	108816
3054	351419	108704
3055	351532	108588
3056	351659	108477
3057	351801	108370
3058	351927	108258
3059	352018	108136
3060	352116	108016
3061	352241	107904
3062	352339	107784
3063	352440	107664
3064	352566	107552
3065	352690	107440
3066	352815	107328
3067	352937	107215
3068	353056	107101
3069	353160	106983
3070	353279	106869
3071	353357	106743
3072	353485	106632
3073	353585	106512
3074	353702	106398
3075	353831	106287
3076	353934	106168
3077	354051	106054
3078	354186	105945
3079	354333	105839
3080	354449	105725
3081	354548	105605
3082	354659	105488
3083	354783	105376
3084	354927	105270
3085	355026	105150
3086	355125	105030
3087	355256	104920
3088	355322	104790
3089	355439	104676
3090	355573	104567
3091	355679	104449
3092	355800	104336
3093	355922	104222
3094	356044	104109
3095	356145	103990
3096	356248	103872
3097	356409	103770
3098	356536	103659
3099	356647	103542
3100	356755	103425
3101	356885	103315
3102	357017	103204
3103	357139	103091
3104	357249	102975
3105	357359	102858
3106	357486	102747
3107	357580	102626
3108	357676	102505
3109	357817	102397
3110	357920	102279
3111	358057	102170
3112	358162	102052
3113	358261	101933
3114	358384	101820
3115	358504	101706
3116	358617	101591
3117	358721	101472
3118	358789	101344
3119	358927	101235
3120	359058	101125
3121	359175	101010
3122	359292	100896
3123	359406	100781
3124	359519	100665
3125	359679	100562
3126	359781	100444
3127	359887	100326
3128	360022	100217
3129	360156	100107
3130	360263	99990
3131	360368	99872
3132	360489	99758
3133	360618	99647
3134	360719	99528
3135	360830	99412
3136	360949	99298
3137	361075	99186
3138	361191	99071
3139	361333	98964
3140	361445	98848
3141	361571	98735
3142	361693	98622
3143	361809	98507
3144	361921	98391
3145	362026	98274
3146	362148	98160
3147	362281	98050
3148	362393	97934
3149	362531	97825
3150	362643	97710
3151	362770	97598
3152	362878	97481
3153	362943	97352
3154	363070	97240
3155	363200	97129
3156	363303	97011
3157	363424	96897
3158	363556	96787
3159	363662	96669
3160	363786	96557
3161	363863	96431
3162	363964	96313
3163	364098	96203
3164	364196	96083
3165	364307	95967
3166	364438	95856
3167	364574	95746
3168	364678	95628
3169	364761	95505
3170	364917	95400
3171	365031	95285
3172	365157	95173
3173	365275	95059
3174	365415	94950
3175	365545	94839
3176	365640	94719
3177	365755	94603
3178	365886	94492
3179	366003	94378
3180	366141	94268
3181	366255	94153
3182	366329	94028
3183	366457	93916
3184	366556	93797
3185	366653	93677
3186	366781	93565
3187	366878	93445
3188	367002	93332
3189	367118	93218
3190	367240	93104
3191	367368	92992
3192	367432	92864
3193	367576	92757
3194	367651	92632
3195	367748	92512
3196	367879	92401
3197	367978	92282
3198	368125	92175
3199	368218	92054
3200	368316	91935
3201	368444	91823
3202	368581	91713
3203	368722	91605
3204	368832	91488
3205	368936	91371
3206	369052	91256
3207	369183	91144
3208	369302	91031
3209	369411	90914
3210	369516	90796
3211	369650	90686
3212	369779	90574
3213	369904	90461
3214	370021	90347
3215	370139	90233
3216	370270	90121
